 pob,año,sexo,alcaldia,grupo_edad
"28153","2019","Hombres","Álvaro Obregón","35-39"
"28437","2020","Hombres","Álvaro Obregón","35-39"
"28724","2021","Hombres","Álvaro Obregón","35-39"
"28994","2022","Hombres","Álvaro Obregón","35-39"
"29231","2023","Hombres","Álvaro Obregón","35-39"
"29415","2024","Hombres","Álvaro Obregón","35-39"
"29541","2025","Hombres","Álvaro Obregón","35-39"
"29610","2026","Hombres","Álvaro Obregón","35-39"
"29601","2027","Hombres","Álvaro Obregón","35-39"
"29486","2028","Hombres","Álvaro Obregón","35-39"
"29254","2029","Hombres","Álvaro Obregón","35-39"
"28894","2030","Hombres","Álvaro Obregón","35-39"
"13417","2015","Hombres","Tláhuac","35-39"
"13366","2016","Hombres","Tláhuac","35-39"
"13388","2017","Hombres","Tláhuac","35-39"
"13444","2018","Hombres","Tláhuac","35-39"
"13526","2019","Hombres","Tláhuac","35-39"
"13620","2020","Hombres","Tláhuac","35-39"
"13715","2021","Hombres","Tláhuac","35-39"
"13800","2022","Hombres","Tláhuac","35-39"
"13868","2023","Hombres","Tláhuac","35-39"
"13914","2024","Hombres","Tláhuac","35-39"
"13933","2025","Hombres","Tláhuac","35-39"
"13929","2026","Hombres","Tláhuac","35-39"
"13892","2027","Hombres","Tláhuac","35-39"
"13811","2028","Hombres","Tláhuac","35-39"
"13682","2029","Hombres","Tláhuac","35-39"
"13500","2030","Hombres","Tláhuac","35-39"
"23964","2015","Hombres","Tlalpan","35-39"
"23949","2016","Hombres","Tlalpan","35-39"
"24072","2017","Hombres","Tlalpan","35-39"
"24265","2018","Hombres","Tlalpan","35-39"
"24513","2019","Hombres","Tlalpan","35-39"
"24789","2020","Hombres","Tlalpan","35-39"
"25069","2021","Hombres","Tlalpan","35-39"
"25334","2022","Hombres","Tlalpan","35-39"
"25571","2023","Hombres","Tlalpan","35-39"
"25763","2024","Hombres","Tlalpan","35-39"
"25904","2025","Hombres","Tlalpan","35-39"
"25994","2026","Hombres","Tlalpan","35-39"
"26016","2027","Hombres","Tlalpan","35-39"
"25946","2028","Hombres","Tlalpan","35-39"
"25773","2029","Hombres","Tlalpan","35-39"
"25486","2030","Hombres","Tlalpan","35-39"
"15457","2015","Hombres","Xochimilco","35-39"
"15373","2016","Hombres","Xochimilco","35-39"
"15375","2017","Hombres","Xochimilco","35-39"
"15421","2018","Hombres","Xochimilco","35-39"
"15501","2019","Hombres","Xochimilco","35-39"
"15598","2020","Hombres","Xochimilco","35-39"
"15699","2021","Hombres","Xochimilco","35-39"
"15793","2022","Hombres","Xochimilco","35-39"
"15872","2023","Hombres","Xochimilco","35-39"
"15928","2024","Hombres","Xochimilco","35-39"
"15959","2025","Hombres","Xochimilco","35-39"
"15965","2026","Hombres","Xochimilco","35-39"
"15939","2027","Hombres","Xochimilco","35-39"
"15867","2028","Hombres","Xochimilco","35-39"
"15742","2029","Hombres","Xochimilco","35-39"
"15560","2030","Hombres","Xochimilco","35-39"
"16299","2015","Hombres","Benito Juárez","35-39"
"16412","2016","Hombres","Benito Juárez","35-39"
"16621","2017","Hombres","Benito Juárez","35-39"
"16878","2018","Hombres","Benito Juárez","35-39"
"17171","2019","Hombres","Benito Juárez","35-39"
"17480","2020","Hombres","Benito Juárez","35-39"
"17786","2021","Hombres","Benito Juárez","35-39"
"18074","2022","Hombres","Benito Juárez","35-39"
"18331","2023","Hombres","Benito Juárez","35-39"
"18542","2024","Hombres","Benito Juárez","35-39"
"18701","2025","Hombres","Benito Juárez","35-39"
"18806","2026","Hombres","Benito Juárez","35-39"
"18840","2027","Hombres","Benito Juárez","35-39"
"18785","2028","Hombres","Benito Juárez","35-39"
"18629","2029","Hombres","Benito Juárez","35-39"
"18366","2030","Hombres","Benito Juárez","35-39"
"20187","2015","Hombres","Cuauhtémoc","35-39"
"20145","2016","Hombres","Cuauhtémoc","35-39"
"20232","2017","Hombres","Cuauhtémoc","35-39"
"20390","2018","Hombres","Cuauhtémoc","35-39"
"20605","2019","Hombres","Cuauhtémoc","35-39"
"20855","2020","Hombres","Cuauhtémoc","35-39"
"21118","2021","Hombres","Cuauhtémoc","35-39"
"21379","2022","Hombres","Cuauhtémoc","35-39"
"21626","2023","Hombres","Cuauhtémoc","35-39"
"21844","2024","Hombres","Cuauhtémoc","35-39"
"22028","2025","Hombres","Cuauhtémoc","35-39"
"22177","2026","Hombres","Cuauhtémoc","35-39"
"22275","2027","Hombres","Cuauhtémoc","35-39"
"22301","2028","Hombres","Cuauhtémoc","35-39"
"22243","2029","Hombres","Cuauhtémoc","35-39"
"22091","2030","Hombres","Cuauhtémoc","35-39"
"14421","2015","Hombres","Miguel Hidalgo","35-39"
"14438","2016","Hombres","Miguel Hidalgo","35-39"
"14541","2017","Hombres","Miguel Hidalgo","35-39"
"14688","2018","Hombres","Miguel Hidalgo","35-39"
"14869","2019","Hombres","Miguel Hidalgo","35-39"
"15068","2020","Hombres","Miguel Hidalgo","35-39"
"15268","2021","Hombres","Miguel Hidalgo","35-39"
"15458","2022","Hombres","Miguel Hidalgo","35-39"
"15627","2023","Hombres","Miguel Hidalgo","35-39"
"15766","2024","Hombres","Miguel Hidalgo","35-39"
"15869","2025","Hombres","Miguel Hidalgo","35-39"
"15935","2026","Hombres","Miguel Hidalgo","35-39"
"15954","2027","Hombres","Miguel Hidalgo","35-39"
"15908","2028","Hombres","Miguel Hidalgo","35-39"
"15790","2029","Hombres","Miguel Hidalgo","35-39"
"15594","2030","Hombres","Miguel Hidalgo","35-39"
"15362","2015","Hombres","Venustiano Carranza","35-39"
"15167","2016","Hombres","Venustiano Carranza","35-39"
"15079","2017","Hombres","Venustiano Carranza","35-39"
"15056","2018","Hombres","Venustiano Carranza","35-39"
"15087","2019","Hombres","Venustiano Carranza","35-39"
"15157","2020","Hombres","Venustiano Carranza","35-39"
"15252","2021","Hombres","Venustiano Carranza","35-39"
"15364","2022","Hombres","Venustiano Carranza","35-39"
"15486","2023","Hombres","Venustiano Carranza","35-39"
"15611","2024","Hombres","Venustiano Carranza","35-39"
"15735","2025","Hombres","Venustiano Carranza","35-39"
"15862","2026","Hombres","Venustiano Carranza","35-39"
"15983","2027","Hombres","Venustiano Carranza","35-39"
"16082","2028","Hombres","Venustiano Carranza","35-39"
"16153","2029","Hombres","Venustiano Carranza","35-39"
"16189","2030","Hombres","Venustiano Carranza","35-39"
"17357","2015","Mujeres","Azcapotzalco","40-44"
"17287","2016","Mujeres","Azcapotzalco","40-44"
"17200","2017","Mujeres","Azcapotzalco","40-44"
"17074","2018","Mujeres","Azcapotzalco","40-44"
"16927","2019","Mujeres","Azcapotzalco","40-44"
"16776","2020","Mujeres","Azcapotzalco","40-44"
"16641","2021","Mujeres","Azcapotzalco","40-44"
"16533","2022","Mujeres","Azcapotzalco","40-44"
"16450","2023","Mujeres","Azcapotzalco","40-44"
"16388","2024","Mujeres","Azcapotzalco","40-44"
"16341","2025","Mujeres","Azcapotzalco","40-44"
"16304","2026","Mujeres","Azcapotzalco","40-44"
"16275","2027","Mujeres","Azcapotzalco","40-44"
"16253","2028","Mujeres","Azcapotzalco","40-44"
"16231","2029","Mujeres","Azcapotzalco","40-44"
"16210","2030","Mujeres","Azcapotzalco","40-44"
"25680","2015","Mujeres","Coyoacán","40-44"
"25520","2016","Mujeres","Coyoacán","40-44"
"25348","2017","Mujeres","Coyoacán","40-44"
"25134","2018","Mujeres","Coyoacán","40-44"
"24904","2019","Mujeres","Coyoacán","40-44"
"24682","2020","Mujeres","Coyoacán","40-44"
"24500","2021","Mujeres","Coyoacán","40-44"
"24375","2022","Mujeres","Coyoacán","40-44"
"24307","2023","Mujeres","Coyoacán","40-44"
"24290","2024","Mujeres","Coyoacán","40-44"
"24316","2025","Mujeres","Coyoacán","40-44"
"24381","2026","Mujeres","Coyoacán","40-44"
"24484","2027","Mujeres","Coyoacán","40-44"
"24624","2028","Mujeres","Coyoacán","40-44"
"24795","2029","Mujeres","Coyoacán","40-44"
"25001","2030","Mujeres","Coyoacán","40-44"
"8134","2015","Mujeres","Cuajimalpa de Morelos","40-44"
"8263","2016","Mujeres","Cuajimalpa de Morelos","40-44"
"8370","2017","Mujeres","Cuajimalpa de Morelos","40-44"
"8443","2018","Mujeres","Cuajimalpa de Morelos","40-44"
"8489","2019","Mujeres","Cuajimalpa de Morelos","40-44"
"8513","2020","Mujeres","Cuajimalpa de Morelos","40-44"
"8526","2021","Mujeres","Cuajimalpa de Morelos","40-44"
"8532","2022","Mujeres","Cuajimalpa de Morelos","40-44"
"8531","2023","Mujeres","Cuajimalpa de Morelos","40-44"
"8516","2024","Mujeres","Cuajimalpa de Morelos","40-44"
"8486","2025","Mujeres","Cuajimalpa de Morelos","40-44"
"8433","2026","Mujeres","Cuajimalpa de Morelos","40-44"
"8357","2027","Mujeres","Cuajimalpa de Morelos","40-44"
"8253","2028","Mujeres","Cuajimalpa de Morelos","40-44"
"8115","2029","Mujeres","Cuajimalpa de Morelos","40-44"
"7942","2030","Mujeres","Cuajimalpa de Morelos","40-44"
"47308","2015","Mujeres","Gustavo A. Madero","40-44"
"47220","2016","Mujeres","Gustavo A. Madero","40-44"
"47077","2017","Mujeres","Gustavo A. Madero","40-44"
"46818","2018","Mujeres","Gustavo A. Madero","40-44"
"46490","2019","Mujeres","Gustavo A. Madero","40-44"
"46135","2020","Mujeres","Gustavo A. Madero","40-44"
"45808","2021","Mujeres","Gustavo A. Madero","40-44"
"45543","2022","Mujeres","Gustavo A. Madero","40-44"
"45332","2023","Mujeres","Gustavo A. Madero","40-44"
"45161","2024","Mujeres","Gustavo A. Madero","40-44"
"45012","2025","Mujeres","Gustavo A. Madero","40-44"
"44870","2026","Mujeres","Gustavo A. Madero","40-44"
"44730","2027","Mujeres","Gustavo A. Madero","40-44"
"44582","2028","Mujeres","Gustavo A. Madero","40-44"
"44411","2029","Mujeres","Gustavo A. Madero","40-44"
"44216","2030","Mujeres","Gustavo A. Madero","40-44"
"16338","2015","Mujeres","Iztacalco","40-44"
"16338","2016","Mujeres","Iztacalco","40-44"
"16318","2017","Mujeres","Iztacalco","40-44"
"16259","2018","Mujeres","Iztacalco","40-44"
"16174","2019","Mujeres","Iztacalco","40-44"
"16078","2020","Mujeres","Iztacalco","40-44"
"15991","2021","Mujeres","Iztacalco","40-44"
"15924","2022","Mujeres","Iztacalco","40-44"
"15874","2023","Mujeres","Iztacalco","40-44"
"15837","2024","Mujeres","Iztacalco","40-44"
"15805","2025","Mujeres","Iztacalco","40-44"
"15772","2026","Mujeres","Iztacalco","40-44"
"15738","2027","Mujeres","Iztacalco","40-44"
"15698","2028","Mujeres","Iztacalco","40-44"
"15646","2029","Mujeres","Iztacalco","40-44"
"15581","2030","Mujeres","Iztacalco","40-44"
"71680","2015","Mujeres","Iztapalapa","40-44"
"71792","2016","Mujeres","Iztapalapa","40-44"
"71793","2017","Mujeres","Iztapalapa","40-44"
"71588","2018","Mujeres","Iztapalapa","40-44"
"71247","2019","Mujeres","Iztapalapa","40-44"
"70843","2020","Mujeres","Iztapalapa","40-44"
"70446","2021","Mujeres","Iztapalapa","40-44"
"70122","2022","Mujeres","Iztapalapa","40-44"
"69853","2023","Mujeres","Iztapalapa","40-44"
"69621","2024","Mujeres","Iztapalapa","40-44"
"69395","2025","Mujeres","Iztapalapa","40-44"
"69158","2026","Mujeres","Iztapalapa","40-44"
"68897","2027","Mujeres","Iztapalapa","40-44"
"68598","2028","Mujeres","Iztapalapa","40-44"
"68236","2029","Mujeres","Iztapalapa","40-44"
"67805","2030","Mujeres","Iztapalapa","40-44"
"9897","2015","Mujeres","La Magdalena Contreras","40-44"
"9964","2016","Mujeres","La Magdalena Contreras","40-44"
"10012","2017","Mujeres","La Magdalena Contreras","40-44"
"10028","2018","Mujeres","La Magdalena Contreras","40-44"
"10021","2019","Mujeres","La Magdalena Contreras","40-44"
"10000","2020","Mujeres","La Magdalena Contreras","40-44"
"9976","2021","Mujeres","La Magdalena Contreras","40-44"
"9956","2022","Mujeres","La Magdalena Contreras","40-44"
"9938","2023","Mujeres","La Magdalena Contreras","40-44"
"9919","2024","Mujeres","La Magdalena Contreras","40-44"
"9893","2025","Mujeres","La Magdalena Contreras","40-44"
"9857","2026","Mujeres","La Magdalena Contreras","40-44"
"9808","2027","Mujeres","La Magdalena Contreras","40-44"
"9744","2028","Mujeres","La Magdalena Contreras","40-44"
"9660","2029","Mujeres","La Magdalena Contreras","40-44"
"9555","2030","Mujeres","La Magdalena Contreras","40-44"
"5093","2015","Mujeres","Milpa Alta","40-44"
"5181","2016","Mujeres","Milpa Alta","40-44"
"5253","2017","Mujeres","Milpa Alta","40-44"
"5303","2018","Mujeres","Milpa Alta","40-44"
"5337","2019","Mujeres","Milpa Alta","40-44"
"5356","2020","Mujeres","Milpa Alta","40-44"
"5367","2021","Mujeres","Milpa Alta","40-44"
"5373","2022","Mujeres","Milpa Alta","40-44"
"5373","2023","Mujeres","Milpa Alta","40-44"
"5366","2024","Mujeres","Milpa Alta","40-44"
"5348","2025","Mujeres","Milpa Alta","40-44"
"5315","2026","Mujeres","Milpa Alta","40-44"
"5266","2027","Mujeres","Milpa Alta","40-44"
"5200","2028","Mujeres","Milpa Alta","40-44"
"5112","2029","Mujeres","Milpa Alta","40-44"
"5001","2030","Mujeres","Milpa Alta","40-44"
"30503","2015","Mujeres","Álvaro Obregón","40-44"
"30649","2016","Mujeres","Álvaro Obregón","40-44"
"30744","2017","Mujeres","Álvaro Obregón","40-44"
"30747","2018","Mujeres","Álvaro Obregón","40-44"
"30686","2019","Mujeres","Álvaro Obregón","40-44"
"30587","2020","Mujeres","Álvaro Obregón","40-44"
"30485","2021","Mujeres","Álvaro Obregón","40-44"
"30403","2022","Mujeres","Álvaro Obregón","40-44"
"30334","2023","Mujeres","Álvaro Obregón","40-44"
"30268","2024","Mujeres","Álvaro Obregón","40-44"
"30192","2025","Mujeres","Álvaro Obregón","40-44"
"30092","2026","Mujeres","Álvaro Obregón","40-44"
"29965","2027","Mujeres","Álvaro Obregón","40-44"
"29800","2028","Mujeres","Álvaro Obregón","40-44"
"29585","2029","Mujeres","Álvaro Obregón","40-44"
"29317","2030","Mujeres","Álvaro Obregón","40-44"
"15003","2015","Mujeres","Tláhuac","40-44"
"15167","2016","Mujeres","Tláhuac","40-44"
"15293","2017","Mujeres","Tláhuac","40-44"
"15360","2018","Mujeres","Tláhuac","40-44"
"15381","2019","Mujeres","Tláhuac","40-44"
"15369","2020","Mujeres","Tláhuac","40-44"
"15344","2021","Mujeres","Tláhuac","40-44"
"15312","2022","Mujeres","Tláhuac","40-44"
"15274","2023","Mujeres","Tláhuac","40-44"
"15220","2024","Mujeres","Tláhuac","40-44"
"15146","2025","Mujeres","Tláhuac","40-44"
"15043","2026","Mujeres","Tláhuac","40-44"
"14908","2027","Mujeres","Tláhuac","40-44"
"14735","2028","Mujeres","Tláhuac","40-44"
"14517","2029","Mujeres","Tláhuac","40-44"
"14249","2030","Mujeres","Tláhuac","40-44"
"26942","2015","Mujeres","Tlalpan","40-44"
"27080","2016","Mujeres","Tlalpan","40-44"
"27172","2017","Mujeres","Tlalpan","40-44"
"27184","2018","Mujeres","Tlalpan","40-44"
"27139","2019","Mujeres","Tlalpan","40-44"
"27063","2020","Mujeres","Tlalpan","40-44"
"26988","2021","Mujeres","Tlalpan","40-44"
"26931","2022","Mujeres","Tlalpan","40-44"
"26890","2023","Mujeres","Tlalpan","40-44"
"26855","2024","Mujeres","Tlalpan","40-44"
"26815","2025","Mujeres","Tlalpan","40-44"
"26760","2026","Mujeres","Tlalpan","40-44"
"26685","2027","Mujeres","Tlalpan","40-44"
"26585","2028","Mujeres","Tlalpan","40-44"
"26447","2029","Mujeres","Tlalpan","40-44"
"26269","2030","Mujeres","Tlalpan","40-44"
"16278","2015","Mujeres","Xochimilco","40-44"
"16341","2016","Mujeres","Xochimilco","40-44"
"16373","2017","Mujeres","Xochimilco","40-44"
"16355","2018","Mujeres","Xochimilco","40-44"
"16301","2019","Mujeres","Xochimilco","40-44"
"16226","2020","Mujeres","Xochimilco","40-44"
"16150","2021","Mujeres","Xochimilco","40-44"
"16086","2022","Mujeres","Xochimilco","40-44"
"16029","2023","Mujeres","Xochimilco","40-44"
"15976","2024","Mujeres","Xochimilco","40-44"
"15920","2025","Mujeres","Xochimilco","40-44"
"15854","2026","Mujeres","Xochimilco","40-44"
"15777","2027","Mujeres","Xochimilco","40-44"
"15686","2028","Mujeres","Xochimilco","40-44"
"15573","2029","Mujeres","Xochimilco","40-44"
"15438","2030","Mujeres","Xochimilco","40-44"
"17983","2015","Mujeres","Benito Juárez","40-44"
"18023","2016","Mujeres","Benito Juárez","40-44"
"18046","2017","Mujeres","Benito Juárez","40-44"
"18028","2018","Mujeres","Benito Juárez","40-44"
"17984","2019","Mujeres","Benito Juárez","40-44"
"17932","2020","Mujeres","Benito Juárez","40-44"
"17891","2021","Mujeres","Benito Juárez","40-44"
"17875","2022","Mujeres","Benito Juárez","40-44"
"17880","2023","Mujeres","Benito Juárez","40-44"
"17901","2024","Mujeres","Benito Juárez","40-44"
"17930","2025","Mujeres","Benito Juárez","40-44"
"17960","2026","Mujeres","Benito Juárez","40-44"
"17990","2027","Mujeres","Benito Juárez","40-44"
"18015","2028","Mujeres","Benito Juárez","40-44"
"18028","2029","Mujeres","Benito Juárez","40-44"
"18029","2030","Mujeres","Benito Juárez","40-44"
"21611","2015","Mujeres","Cuauhtémoc","40-44"
"21517","2016","Mujeres","Cuauhtémoc","40-44"
"21406","2017","Mujeres","Cuauhtémoc","40-44"
"21254","2018","Mujeres","Cuauhtémoc","40-44"
"21081","2019","Mujeres","Cuauhtémoc","40-44"
"20907","2020","Mujeres","Cuauhtémoc","40-44"
"20758","2021","Mujeres","Cuauhtémoc","40-44"
"20648","2022","Mujeres","Cuauhtémoc","40-44"
"20575","2023","Mujeres","Cuauhtémoc","40-44"
"20534","2024","Mujeres","Cuauhtémoc","40-44"
"20518","2025","Mujeres","Cuauhtémoc","40-44"
"20520","2026","Mujeres","Cuauhtémoc","40-44"
"20540","2027","Mujeres","Cuauhtémoc","40-44"
"20574","2028","Mujeres","Cuauhtémoc","40-44"
"20617","2029","Mujeres","Cuauhtémoc","40-44"
"20669","2030","Mujeres","Cuauhtémoc","40-44"
"15942","2015","Mujeres","Miguel Hidalgo","40-44"
"15987","2016","Mujeres","Miguel Hidalgo","40-44"
"16014","2017","Mujeres","Miguel Hidalgo","40-44"
"16001","2018","Mujeres","Miguel Hidalgo","40-44"
"15965","2019","Mujeres","Miguel Hidalgo","40-44"
"15916","2020","Mujeres","Miguel Hidalgo","40-44"
"15876","2021","Mujeres","Miguel Hidalgo","40-44"
"15853","2022","Mujeres","Miguel Hidalgo","40-44"
"15847","2023","Mujeres","Miguel Hidalgo","40-44"
"15850","2024","Mujeres","Miguel Hidalgo","40-44"
"15856","2025","Mujeres","Miguel Hidalgo","40-44"
"15860","2026","Mujeres","Miguel Hidalgo","40-44"
"15858","2027","Mujeres","Miguel Hidalgo","40-44"
"15846","2028","Mujeres","Miguel Hidalgo","40-44"
"15818","2029","Mujeres","Miguel Hidalgo","40-44"
"15772","2030","Mujeres","Miguel Hidalgo","40-44"
"17782","2015","Mujeres","Venustiano Carranza","40-44"
"17693","2016","Mujeres","Venustiano Carranza","40-44"
"17589","2017","Mujeres","Venustiano Carranza","40-44"
"17451","2018","Mujeres","Venustiano Carranza","40-44"
"17293","2019","Mujeres","Venustiano Carranza","40-44"
"17134","2020","Mujeres","Venustiano Carranza","40-44"
"16996","2021","Mujeres","Venustiano Carranza","40-44"
"16889","2022","Mujeres","Venustiano Carranza","40-44"
"16813","2023","Mujeres","Venustiano Carranza","40-44"
"16762","2024","Mujeres","Venustiano Carranza","40-44"
"16731","2025","Mujeres","Venustiano Carranza","40-44"
"16715","2026","Mujeres","Venustiano Carranza","40-44"
"16713","2027","Mujeres","Venustiano Carranza","40-44"
"16723","2028","Mujeres","Venustiano Carranza","40-44"
"16740","2029","Mujeres","Venustiano Carranza","40-44"
